ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
796,3,2,2,0.263,822.049,"Hi, I need $22,902.57 for my international business travel that is on 2016-08-18 please see the attached itinerary and approval. Thank you.",money date,0
797,4,7,1,1.583,823.632,"I am experiencing technical issues with Hair Dryer. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username derek75, Email rogerssherri@gmail.com.",product_name username mail,1
798,2,2,2,0.582,824.214,"Hi,I am Jessica Mueller and my employee ID is EMP571-17-7163. 
I am having trouble with my travel claim, my expense amount was $2.54 for reimbursement.
 My other details such as designation is Health and safety inspector and email is sabrina93@hotmail.com. 
The payment was done with given credit card number 213152713968883 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
799,0,4,2,0.02,824.234,Hi HR team I want to refer my friend for the Biomedical engineer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
800,3,1,3,0.096,824.33,"Hi, I need a corporate credit card for my international travel with the $6,539.99. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
801,1,2,1,2.105,826.435,"Hi,I am Charles Foster and my employee ID is EMP580-22-2612. 
I am having trouble with my travel claim, my expense amount was $9,243.27 for reimbursement. 
My other details such as email is ryan12@yahoo.com and postal code is 47222 and account number is FYAT09750469329000. 
Please look into matter asap. My place of residence is PSC 5734, Box 2507
APO AE 76695.",name ssn money mail zip_code bank_account_number address,1
802,2,0,1,0.242,826.677,"hi team, I am Judith Day and my employee id is 093-56-8393. I need the installation of Qualtrics for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
803,3,6,3,0.837,827.514,"I am unable to log in to my account. My credentials are, username anthony52, email acarson@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
804,2,6,3,2.363,829.877,"I have recently moved and would like to update my account information with my new address. My new address is USCGC Fox
FPO AP 68252. Please assist me with updating my account information.",residence,1
805,4,6,3,0.309,830.186,"I have recently moved and would like to update my account information with my new address. My new address is 100 Philip Fords
Port Nathan, MO 12182. Please assist me with updating my account information.",residence,1
806,3,5,2,1.09,831.276,"Hi,I am Charlene Rodriguez and I work in Harris-Crawford. My employee ID is EMP081-40-7130. 
I am having trouble with health account, my userid is nathan01 and amount was $24.22. 
My postal code is 61521. My country of residence is 31296 Potts View Suite 380
New Clairefurt, PR 47973. 
Please look into matter asap.",name company ssn username money zip_code address,1
807,3,3,3,0.318,831.594,"Hi team, I am Daniel Lowe, employee id 768-64-2854. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
808,3,7,3,0.541,832.135,"I recently purchased Humidifier for the amount $39.72 on date 2002-03-26, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2016-12-12 from my home 544 Victor Parkways Suite 233
Williamberg, AL 20501 and initiate a refund to my credit card 30005716728848.",product_name money date date residence credit_card_number,1
809,1,5,3,0.267,832.402,"Hi,I am Kim Williams DVM and I work in Jackson-Flores. My employee ID is EMP166-99-2016. 
I am having trouble with health account, my userid is ncastro and amount was $216.30. 
My postal code is 85983. My country of residence is 34944 Bryant Island Apt. 422
West Billy, FL 78115. 
Please look into matter asap.",name company ssn username money zip_code address,1
810,0,4,3,0.06,832.462,Hi HR team I want to refer my friend for the Chief of Staff but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
811,3,0,3,2.824,835.286,Hi team I want to access https://bradley.com/ website for research purpose kindly remove the site from the proxy. My employee id is 433-14-9687 and my profile is Sales executive.,url ssn job,1
812,4,7,3,2.535,837.821,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
813,1,2,3,0.161,837.982,"Dear team, I am shifting to Oliviamouth from Vegafort due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
814,1,2,2,0.628,838.61,"Hi,I am Charles Sloan and my employee ID is EMP018-98-2985. 
I am having trouble with my travel claim, my expense amount was $208.24 for reimbursement.
 My other details such as designation is Chief Technology Officer and email is gdavidson@gmail.com. 
The payment was done with given credit card number 180050953160816 and credit card type Diners Club / Carte Blanche.",name ssn money job mail credit_card_number cc_provider,1
815,1,2,2,1.759,840.369,"Dear team, I am shifting to Linberg from Lake Madelinehaven due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
816,4,1,3,0.024,840.393,"I made a payment of $494.69 for my account on 2012-12-24, but it has not been credited yet. The payment was made using my credit card 4826459970389450. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is jacobssarah@yahoo.com and phone number is 7328474078006",money date credit_card_number mail phone_number,1
817,0,0,3,3.619,844.012,"hi team, I am Allison Paul and my employee id is 470-28-1115. I need the installation of VMware for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
818,1,6,2,1.641,845.653,"I have recently moved and would like to update my account information with my new address. My new address is 0656 John Lane
Markbury, KY 23758. Please assist me with updating my account information.",residence,1
819,4,2,2,0.97,846.623,"Hi,I am Christopher Martin and my employee ID is EMP841-02-5563. 
I am having trouble with my travel claim, my expense amount was $16,916.27 for reimbursement.
 My other details such as designation is Petroleum engineer and email is hhernandez@hotmail.com. 
The payment was done with given credit card number 4993448240463419998 and credit card type Mastercard.",name ssn money job mail credit_card_number cc_provider,1
820,3,2,1,0.013,846.636,"Hi, I need $4,551.05 for my international business travel that is on 1973-09-16 please see the attached itinerary and approval. Thank you.",money date,0
821,1,3,3,0.023,846.659,"Hi team, I want a leave from 1971-02-28 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Vicki Novak, designation Dramatherapist",date name job,1
822,2,7,3,0.669,847.328,"I recently purchased Oven for the amount $8.90 on date 2001-08-16, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1999-05-15 from my home 1718 Steven Loaf Apt. 809
Saraborough, UT 33631 and initiate a refund to my credit card 4620631282823461.",product_name money date date residence credit_card_number,1
823,0,2,1,0.097,847.425,"Hi,I am Felicia Dodson and my employee ID is EMP562-38-0342. 
I am having trouble with my travel claim, my expense amount was $90,753.04 for reimbursement. 
My other details such as email is alexandra42@hotmail.com and postal code is 16876 and account number is CNVH49656117071797. 
Please look into matter asap. My place of residence is 60884 Miller Overpass Suite 718
North Jerryberg, AS 26909.",name ssn money mail zip_code bank_account_number address,1
824,4,1,2,0.084,847.509,"I made a payment of $82.14 for my account on 1979-12-02, but it has not been credited yet. The payment was made using my credit card 5214769164207756. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is amysmith@yahoo.com and phone number is 2587072966364",money date credit_card_number mail phone_number,1
825,0,3,2,0.787,848.296,"Hi, I have applied for the sick leave on 1997-09-04 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
826,0,7,3,0.064,848.36,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
827,1,5,2,0.914,849.274,"Hi,I am Gary Owens and my employee ID is EMP111-92-4364 from Mckay-Garcia. 
I am having trouble with health account, my National Health Scheme number is 111-92-4364 and amount was $73.57. 
My other details such as email is hayneserin@yahoo.com and postal code is 33584. 
Please look into matter. My place of residence is 76784 Robert Village
Kimberlystad, PW 50006.",name ssn company ssn money mail zip_code address,1
828,0,2,2,0.302,849.576,"Hi,I am Katherine Macias and my employee ID is EMP050-87-5943. 
I am having trouble with my travel claim, my expense amount was $6.99 for reimbursement. 
My other details such as email is htaylor@gmail.com and postal code is 82540 and account number is APQH67481082828561. 
Please look into matter asap. My place of residence is Unit 2288 Box 2496
DPO AE 54723.",name ssn money mail zip_code bank_account_number address,1
829,2,1,2,0.323,849.899,"Hi, I need a corporate credit card for my international travel with the $27.10. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
830,3,2,2,0.103,850.002,"Hi,I am Daniel Lowe and my employee ID is EMP768-64-2854. 
I am having trouble with my travel claim, my expense amount was $3,497.89 for reimbursement. 
My other details such as email is jamestiffany@gmail.com and postal code is 75493 and account number is XPEA24446517005199. 
Please look into matter asap. My place of residence is 5857 Moore Junction
Oscarville, ME 89729.",name ssn money mail zip_code bank_account_number address,1
831,3,3,3,0.083,850.085,"Hi team, I want a leave from 1988-10-08 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Jeffrey Stewart, designation Land/geomatics surveyor",date name job,1
832,1,5,3,0.934,851.019,"Hi, I had applied for the claim on 1981-03-14. I can see there is no progress on the claim. Please expedite the claim process.",date,0
833,3,5,3,0.518,851.537,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Madisonborough.,city,0
834,1,0,3,0.389,851.926,"hi team, I am Haley Kramer and my employee id is 352-83-6522. I need the installation of Ananconda for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
835,2,7,2,2.688,854.614,"Hi, I have a need of Microwave in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
836,1,1,3,1.648,856.262,"Hi,I am Jeanne Strickland and my employee ID is EMP197-72-5798. 
I am having trouble with my hardware claim, my expense amount was $8,910.15 for reimbursement. 
My other details such as designation is Environmental manager, userid timothystanley and email is martinkyle@yahoo.com.",name ssn money job username mail,1
837,2,0,3,1.018,857.28,"hi team, I am Amber Durham and my employee id is 433-14-9687. I need the installation of VMware for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
838,3,5,3,1.053,858.333,"Hi,I am Charles Sloan and my employee ID is EMP018-98-2985 from Jackson, Carter and Bird. 
I am having trouble with health account, my National Health Scheme number is 018-98-2985 and amount was $179.60. 
My other details such as email is gdavidson@gmail.com and postal code is 64385. 
Please look into matter. My place of residence is Unit 5020 Box 5315
DPO AP 06271.",name ssn company ssn money mail zip_code address,1
839,1,3,3,0.089,858.422,"Hi team, I want a leave from 2016-02-07 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Billy Oconnor, designation Programmer, systems",date name job,1
840,4,2,2,0.079,858.501,"Hi,I am Billy Pineda and my employee ID is EMP043-30-6142. 
I am having trouble with my travel claim, my expense amount was $7.07 for reimbursement.
 My other details such as designation is Journalist, broadcasting and email is stanleyanderson@gmail.com. 
The payment was done with given credit card number 30083561182155 and credit card type American Express.",name ssn money job mail credit_card_number cc_provider,1
841,1,7,2,0.201,858.702,"I am experiencing technical issues with Garbage Disposal Unit. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username ppratt, Email jorge85@yahoo.com.",product_name username mail,1
842,2,4,3,1.166,859.868,"Hi HR team I want to refer my friend for the Lighting technician, broadcasting/film/video but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
843,1,1,2,1.128,860.996,"I noticed unauthorized transactions on my credit card statement for the amount of $7,639.07 on 1984-06-18. The transactions are listed as King, Allen and Mcmahon. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4686991151353169.",money date company credit_card_number,1
844,4,3,3,0.696,861.692,"Hi team, my be leave balance shown in the system is not correct as of 2020-01-01. The leave shown are less. Please resolve the issue.",date,0
845,0,1,3,1.297,862.989,"I noticed unauthorized transactions on my credit card statement for the amount of $29,121.87 on 1995-04-02. The transactions are listed as Monroe LLC. I did not authorize these transactions and would like them to be reversed immediately to my credit card 344957103884876.",money date company credit_card_number,1
846,0,5,1,0.472,863.461,"Hi,I am Alexander Chase and from 9191 Brenda Way
Russellview, AL 80943. 
I am having trouble with my medical claim, my employee ID is EMP146-60-9705 and amount was $44,181.11. 
The payment was made through my credit card 5413928182729089. 
My other details such as designation is Marketing executive email is sschultz@gmail.com and postal code is 79942. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
847,0,6,3,0.717,864.178,"Hi team, I need access to the intern portal. please enable it for me.",,0
848,4,1,3,0.134,864.312,"Hi,I am Christina Thomas and my employee ID is EMP778-74-5730. 
I am having trouble with my hardware claim, my expense amount was $7.55 for reimbursement. 
My other details such as designation is Brewing technologist, userid gina07 and email is sbenton@yahoo.com.",name ssn money job username mail,1
849,0,3,3,0.662,864.974,"Hi team, I am Aaron Brown Jr., employee id 778-69-5635. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
850,2,3,3,0.007,864.981,"Hi team, I am Jeffrey Nixon, employee id 376-07-6936. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
851,0,7,2,0.055,865.036,"Hi, I have a need of Dehumidifier in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
852,4,6,3,0.278,865.314,"I have recently moved and would like to update my account information with my new address. My new address is 2546 Key Mountain
Cathyville, PW 02518. Please assist me with updating my account information.",residence,1
853,0,3,2,0.64,865.954,"Hi team, I am Ashley Johnson, employee id 635-11-9490. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
854,1,0,2,2.598,868.552,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
855,3,3,3,0.732,869.284,"Hi team, I want a leave from 2003-10-27 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Allison Paul, designation Ship broker",date name job,1
856,4,3,3,0.138,869.422,"Hi, I have applied for the sick leave on 1987-12-30 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
857,3,4,3,0.285,869.707,"Hi Team, can you please confirm whether on the 1974-09-15 we have a vacation or not as in my state it is a regional festival.",date,0
858,3,4,3,0.097,869.804,"Hi I am Doris Miller MD, currently working as Archivist. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
859,0,3,1,0.871,870.675,"Hi team, I want a leave from 2019-04-24 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Tyler Porter, designation Legal secretary",date name job,1
860,0,4,2,0.169,870.844,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 647-90-7474. Please initiate the recruitment under my project. thanks",ssn,1
861,2,1,2,0.593,871.437,"Hi,I am Amanda Cain and my employee ID is EMP554-43-6072. 
I am having trouble with my hardware claim, my expense amount was $18,058.32 for reimbursement. 
My other details such as designation is Chemical engineer, userid rharris and email is yshea@yahoo.com.",name ssn money job username mail,1
862,0,0,2,0.615,872.052,"Hi team, I am not able to run Guidewire in my system due to internal error. Please see the attached error and resolve the issue",software,0
863,3,3,3,1.058,873.11,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
864,3,3,3,0.881,873.991,"Hi team, I am Amanda Reed, employee id 260-45-4463. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
865,4,6,3,0.121,874.112,"I have recently moved and would like to update my account information with my new address. My new address is Unit 1059 Box 8395
DPO AA 43127. Please assist me with updating my account information.",residence,1
866,2,2,3,0.184,874.296,"Hi,I am Christopher Martin and my employee ID is EMP841-02-5563. 
I am having trouble with my travel claim, my expense amount was $932.91 for reimbursement.
 My other details such as designation is Petroleum engineer and email is hhernandez@hotmail.com. 
The payment was done with given credit card number 4003960067002976 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
867,4,1,3,1.825,876.121,"Hi, my team needs a new Domestic Robot for the project kindly help us to come up with the quote for the said product.",product_name,0
868,3,1,2,0.444,876.565,"Hi,I am Marilyn Walter and my employee ID is EMP809-36-7052. 
I am having trouble with my hardware claim, my expense amount was $85,988.16 for reimbursement. 
My other details such as designation is Lobbyist, userid hsmith and email is gmitchell@hotmail.com.",name ssn money job username mail,1
869,0,6,3,1.644,878.209,"Hi, I have been logged out of my account and cannot login back. my username is swansonedgar. Please resolve it.",username,0
870,2,2,3,0.09,878.299,"Dear team, I am shifting to Williamsonland from Cindytown due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
871,4,5,2,0.465,878.764,"Hi,I am Melissa English and from USNS Mathis
FPO AE 06593. 
I am having trouble with my medical claim, my employee ID is EMP720-82-9593 and amount was $56,107.65. 
The payment was made through my credit card 3579097831120564. 
My other details such as designation is Estate manager/land agent email is amysmith@yahoo.com and postal code is 78635. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
872,3,0,3,1.77,880.534,"hi team, I am Marilyn Walter and my employee id is 809-36-7052. I need the installation of ServiceNow for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
873,1,2,3,0.523,881.057,"Dear team, I am shifting to Heatherville from Lake Michealborough due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
874,1,7,2,0.532,881.589,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
875,0,3,3,1.71,883.299,"Hi team, my be leave balance shown in the system is not correct as of 2016-10-02. The leave shown are less. Please resolve the issue.",date,0
876,0,3,2,3.946,887.245,"Hi team, my be leave balance shown in the system is not correct as of 1995-07-03. The leave shown are less. Please resolve the issue.",date,0
877,0,7,2,0.289,887.534,"Hi, I have a need of Humidifier in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
878,3,2,3,0.878,888.412,"Hi,I am Charles Sloan and my employee ID is EMP018-98-2985. 
I am having trouble with my travel claim, my expense amount was $60,897.02 for reimbursement.
 My other details such as designation is Chief Technology Officer and email is gdavidson@gmail.com. 
The payment was done with given credit card number 4881894063936514 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
879,4,0,3,0.786,889.198,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
880,2,2,3,0.909,890.107,"Hi,I am Jeanne Strickland and my employee ID is EMP197-72-5798. 
I am having trouble with my travel claim, my expense amount was $6.03 for reimbursement. 
My other details such as email is martinkyle@yahoo.com and postal code is 68252 and account number is UYET63509059471059. 
Please look into matter asap. My place of residence is 9732 James Hollow
Port Stacey, OH 11023.",name ssn money mail zip_code bank_account_number address,1
881,3,4,3,0.454,890.561,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 711-09-4251. Please initiate the recruitment under my project. thanks",ssn,1
882,1,3,2,0.73,891.291,"Hi team, I am Kathryn Nguyen, employee id 647-90-7474. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
883,4,3,3,1.957,893.248,"Hi team, I want a leave from 2019-01-20 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Marilyn Walter, designation Lobbyist",date name job,1
884,1,3,3,0.032,893.28,"Hi team, I am Amanda Cain, employee id 554-43-6072. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
885,3,2,3,0.279,893.559,"Hi,I am Brandon Gutierrez and my employee ID is EMP504-47-7696. 
I am having trouble with my travel claim, my expense amount was $5.61 for reimbursement. 
My other details such as email is amandabuchanan@yahoo.com and postal code is 38758 and account number is ALTP57747640436655. 
Please look into matter asap. My place of residence is 14423 Ryan Turnpike
New Frances, OH 85353.",name ssn money mail zip_code bank_account_number address,1
886,1,1,3,0.09,893.649,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
887,3,1,1,0.389,894.038,"Hi, my team needs a new Waffle Iron for the project kindly help us to come up with the quote for the said product.",product_name,0
888,1,2,2,0.705,894.743,"Hi, I need $73.24 for my international business travel that is on 2010-03-19 please see the attached itinerary and approval. Thank you.",money date,0
889,0,3,1,0.162,894.905,"Hi team, I am David Thompson, employee id 681-29-8320. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
890,3,5,3,1.861,896.766,"Hi,I am Jeffrey Stewart and I work in Klein Ltd. My employee ID is EMP279-08-8759. 
I am having trouble with health account, my userid is fsanford and amount was $9.11. 
My postal code is 92278. My country of residence is 25438 Barrera Hill
Staceyberg, DE 54967. 
Please look into matter asap.",name company ssn username money zip_code address,1
891,1,5,2,1.269,898.035,"Hi,I am Cristina Keller and my employee ID is EMP269-62-9094 from Li and Sons. 
I am having trouble with health account, my National Health Scheme number is 269-62-9094 and amount was $14.12. 
My other details such as email is qarcher@hotmail.com and postal code is 33631. 
Please look into matter. My place of residence is 25109 Brenda Station Suite 667
West Matthewland, MD 75977.",name ssn company ssn money mail zip_code address,1
892,3,6,3,1.08,899.115,"Hi, I have been logged out of my account and cannot login back. my username is jeffrey52. Please resolve it.",username,0
893,2,3,0,0.553,899.668,"Hi team, I am Wanda Ross, employee id 346-25-0435. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
894,3,4,2,0.492,900.16,Hi HR team I want to refer my friend for the Electrical engineer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
895,1,0,2,0.344,900.504,"Hi team I want to access https://campbell.org/ website for research purpose kindly remove the site from the proxy. My employee id is 816-95-2904 and my profile is Engineer, aeronautical.",url ssn job,1
896,1,3,3,0.472,900.976,"Hi team, I am Stacy Gillespie, employee id 565-84-8724. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
897,1,1,2,0.312,901.288,"Hi,I am Gregory Williams and my employee ID is EMP844-61-6770. 
I am having trouble with my hardware claim, my expense amount was $1,736.06 for reimbursement. 
My other details such as designation is Sub, userid alisha68 and email is jason72@gmail.com.",name ssn money job username mail,1
898,3,2,3,0.228,901.516,"Hi,I am David Thompson and my employee ID is EMP681-29-8320. 
I am having trouble with my travel claim, my expense amount was $4.32 for reimbursement.
 My other details such as designation is Product/process development scientist and email is arthur37@gmail.com. 
The payment was done with given credit card number 4844720741605022503 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
899,2,6,3,0.628,902.144,"I am unable to log in to my account. My credentials are, username gloria10, email amandabuchanan@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
900,1,4,3,2.469,904.613,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 143-34-3624. Please initiate the recruitment under my project. thanks",ssn,1
901,3,5,0,0.071,904.684,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Pettyland.,city,0
902,3,0,3,2.449,907.133,"hi team, I am Raymond Curtis and my employee id is 775-01-7793. I need the installation of Acrobat Reader for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
903,3,1,2,1.408,908.541,"I made a payment of $496.48 for my account on 1976-06-02, but it has not been credited yet. The payment was made using my credit card 676136019343. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is jason72@gmail.com and phone number is 2997560528771",money date credit_card_number mail phone_number,1
904,2,0,3,0.139,908.68,"Hi, I need to the installation of VSCode for development purpose of my project.",software,0
905,1,2,3,1.131,909.811,"Hi,I am Loretta Frank and my employee ID is EMP461-41-4469. 
I am having trouble with my travel claim, my expense amount was $287.07 for reimbursement. 
My other details such as email is gonzalezcarrie@hotmail.com and postal code is 85588 and account number is CCBN44359831987145. 
Please look into matter asap. My place of residence is 26245 Winters Ways Suite 616
East Stephanie, MI 91281.",name ssn money mail zip_code bank_account_number address,1
906,2,2,2,1.063,910.874,"Hi, I need $604.78 for my international business travel that is on 1989-07-13 please see the attached itinerary and approval. Thank you.",money date,0
907,0,6,0,0.123,910.997,"I have recently moved and would like to update my account information with my new address. My new address is 867 Jensen Mission
Smithside, FL 53636. Please assist me with updating my account information.",residence,1
908,3,7,2,1.663,912.66,"I recently purchased Oven for the amount $7.22 on date 1991-03-09, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2020-06-04 from my home 6622 Jason Court Apt. 651
Port Loganland, MT 11672 and initiate a refund to my credit card 2718421867102284.",product_name money date date residence credit_card_number,1
909,3,2,2,1.102,913.762,"Hi, I need $63.96 for my international business travel that is on 1988-07-13 please see the attached itinerary and approval. Thank you.",money date,0
910,3,3,3,1.537,915.299,"Hi team, I want a leave from 2009-04-24 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Nicholas Horn, designation Industrial/product designer",date name job,1
911,4,6,2,3.059,918.358,"I have recently moved and would like to update my account information with my new address. My new address is 5189 Wilson Stravenue Apt. 638
Port Sherry, AZ 72445. Please assist me with updating my account information.",residence,1
912,3,6,2,0.337,918.695,"I have recently moved and would like to update my account information with my new address. My new address is 68155 Johnny Harbor Apt. 342
West Mary, RI 78635. Please assist me with updating my account information.",residence,1
913,4,0,2,0.233,918.928,"Hi, I need to the installation of Wolfrom for development purpose of my project.",software,0
914,2,5,2,0.466,919.394,"Hi,I am Scott Cruz and my employee ID is EMP656-81-0981 from Griffin Ltd. 
I am having trouble with health account, my National Health Scheme number is 656-81-0981 and amount was $91,879.69. 
My other details such as email is matthewgriffith@gmail.com and postal code is 80535. 
Please look into matter. My place of residence is 37273 Sims Center Apt. 750
Castillostad, AZ 30720.",name ssn company ssn money mail zip_code address,1
915,4,0,2,0.734,920.128,"Hi, I need to the installation of Dropbox for development purpose of my project.",software,0
916,3,3,3,0.216,920.344,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
917,1,2,2,1.784,922.128,"Hi, I need $56.14 for my international business travel that is on 1994-04-04 please see the attached itinerary and approval. Thank you.",money date,0
918,1,6,1,1.337,923.465,"I am unable to log in to my account. My credentials are, username nfletcher, email timothywilliams@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
919,2,1,3,2.966,926.431,"Hi, my team needs a new Vacuum Cleaner for the project kindly help us to come up with the quote for the said product.",product_name,0
920,0,4,3,2.213,928.644,Hi HR team I want to refer my friend for the Community pharmacist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
921,4,1,3,0.507,929.151,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
922,0,4,3,0.138,929.289,Hi HR team I want to refer my friend for the Charity officer but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
923,1,2,2,0.68,929.969,"Hi, I need $42.98 for my international business travel that is on 2009-02-11 please see the attached itinerary and approval. Thank you.",money date,0
924,4,3,2,0.354,930.323,"Hi team, I am Robert Solis, employee id 844-68-6084. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
925,0,7,2,0.357,930.68,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
926,1,6,2,0.014,930.694,"I am unable to log in to my account. My credentials are, username jenna38, email susan90@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
927,2,2,3,0.888,931.582,"Hi,I am Aaron Brown Jr. and my employee ID is EMP778-69-5635. 
I am having trouble with my travel claim, my expense amount was $634.38 for reimbursement. 
My other details such as email is campbelljesse@gmail.com and postal code is 44477 and account number is FYGD48364561517419. 
Please look into matter asap. My place of residence is 40405 Anthony Lights
Lake Amymouth, PA 54409.",name ssn money mail zip_code bank_account_number address,1
928,3,0,2,0.587,932.169,"hi team, I am Vanessa Benson and my employee id is 775-66-9895. I need the installation of Webex for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
929,4,1,2,0.558,932.727,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
930,4,0,2,1.324,934.051,Hi team I want to access https://www.gonzales.com/ website for research purpose kindly remove the site from the proxy. My employee id is 075-96-6405 and my profile is Industrial/product designer.,url ssn job,1
